# BRON:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 210:         4.419       52.165      -0.20  VALKENBURG
# 225:         4.575       52.463       4.40  IJMUIDEN
# 235:         4.785       52.924       0.50  DE KOOY
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# T10N     = Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur; 
# TD       = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    T,  T10,   TD,    P
# 
  210,20090101,    1,  -11,     ,  -11,10284
  210,20090101,    2,  -10,     ,  -10,10289
  210,20090101,    3,   -7,     ,   -7,10288
  210,20090101,    4,   -5,     ,   -5,10291
  210,20090101,    5,   -3,     ,   -4,10293
  210,20090101,    6,   -4,  -11,   -5,10294
  210,20090101,    7,   -6,     ,   -7,10298
  210,20090101,    8,   -6,     ,   -7,10301
  210,20090101,    9,   -3,     ,   -4,10305
  210,20090101,   10,   -2,     ,   -4,10310
  210,20090101,   11,    3,     ,   -1,10309
  210,20090101,   12,    3,   -8,   -2,10304
  210,20090101,   13,    5,     ,   -3,10301
  210,20090101,   14,    8,     ,   -3,10298
  210,20090101,   15,    9,     ,   -2,10297
  210,20090101,   16,    6,     ,   -4,10298
  210,20090101,   17,    9,     ,    0,10297
  210,20090101,   18,   12,    3,    3,10297
  210,20090101,   19,    8,     ,   -1,10295
  210,20090101,   20,   15,     ,    9,10294
  210,20090101,   21,   16,     ,    9,10290
  210,20090101,   22,   17,     ,   10,10289
  210,20090101,   23,   23,     ,   19,10286
  210,20090101,   24,   22,    5,   18,10280
  210,20090102,    1,   27,     ,   24,10276
  210,20090102,    2,   34,     ,   31,10277
  210,20090102,    3,   20,     ,   17,10274
  210,20090102,    4,   35,     ,   32,10273
  210,20090102,    5,   26,     ,   20,10271
  210,20090102,    6,   16,   10,   12,10272
  210,20090102,    7,   22,     ,   17,10274
  210,20090102,    8,   12,     ,    8,10277
  210,20090102,    9,   22,     ,   16,10283
  210,20090102,   10,   28,     ,   15,10288
  210,20090102,   11,   25,     ,   13,10293
  210,20090102,   12,   25,    6,    6,10297
  210,20090102,   13,   11,     ,  -11,10299
  210,20090102,   14,   10,     ,  -11,10302
  210,20090102,   15,    3,     ,  -16,10309
  210,20090102,   16,  -11,     ,  -24,10311
  210,20090102,   17,  -30,     ,  -37,10314
  210,20090102,   18,  -31,  -49,  -36,10318
  210,20090102,   19,  -41,     ,  -46,10322
  210,20090102,   20,  -44,     ,  -47,10326
  210,20090102,   21,  -40,     ,  -42,10326
  210,20090102,   22,  -47,     ,  -48,10323
  210,20090102,   23,  -57,     ,  -59,10322
  210,20090102,   24,  -51,  -94,  -52,10319
  210,20090103,    1,  -64,     ,  -66,10316
  210,20090103,    2,  -59,     ,  -60,10315
  210,20090103,    3,  -64,     ,  -66,10313
  210,20090103,    4,  -67,     ,  -69,10309
  210,20090103,    5,  -75,     ,  -78,10303
  210,20090103,    6,  -69, -104,  -71,10300
  210,20090103,    7,  -45,     ,  -46,10299
  210,20090103,    8,  -35,     ,  -36,10296
  210,20090103,    9,  -18,     ,  -19,10297
  210,20090103,   10,   -8,     ,  -10,10293
  210,20090103,   11,    6,     ,    3,10288
  210,20090103,   12,   14,  -79,    7,10283
  210,20090103,   13,   20,     ,   -4,10276
  210,20090103,   14,   17,     ,   -8,10271
  210,20090103,   15,   26,     ,  -10,10266
  210,20090103,   16,   31,     ,   -5,10263
  210,20090103,   17,   30,     ,    1,10261
  210,20090103,   18,   25,   11,    2,10257
  210,20090103,   19,   27,     ,   12,10253
  210,20090103,   20,   32,     ,   14,10250
  210,20090103,   21,   32,     ,   15,10248
  210,20090103,   22,   37,     ,    3,10245
  210,20090103,   23,   36,     ,   -5,10243
  210,20090103,   24,   35,   18,   -5,10238
  210,20090104,    1,   31,     ,   -7,10234
  210,20090104,    2,   26,     ,  -18,10233
  210,20090104,    3,   21,     ,  -21,10229
  210,20090104,    4,   22,     ,  -18,10222
  210,20090104,    5,   23,     ,  -12,10216
  210,20090104,    6,   26,   17,   -7,10212
  210,20090104,    7,   29,     ,    2,10208
  210,20090104,    8,   31,     ,    8,10205
  210,20090104,    9,   37,     ,   16,10204
  210,20090104,   10,   42,     ,   10,10201
  210,20090104,   11,   40,     ,   14,10196
  210,20090104,   12,   39,   22,   15,10191
  210,20090104,   13,   40,     ,   17,10186
  210,20090104,   14,   39,     ,   17,10181
  210,20090104,   15,   39,     ,   16,10176
  210,20090104,   16,   37,     ,   21,10174
  210,20090104,   17,   35,     ,   20,10171
  210,20090104,   18,   32,   27,   17,10167
  210,20090104,   19,   29,     ,   14,10165
  210,20090104,   20,   28,     ,   15,10161
  210,20090104,   21,   27,     ,   18,10156
  210,20090104,   22,   27,     ,   18,10151
  210,20090104,   23,   28,     ,   21,10146
  210,20090104,   24,   29,   24,   22,10140
  210,20090105,    1,   32,     ,   26,10128
  210,20090105,    2,   10,     ,    6,10134
  210,20090105,    3,   11,     ,    8,10142
  210,20090105,    4,    8,     ,    5,10151
  210,20090105,    5,    6,     ,   -1,10161
  210,20090105,    6,    4,    3,   -8,10169
  210,20090105,    7,    3,     ,  -11,10181
  210,20090105,    8,   -4,     ,  -23,10196
  210,20090105,    9,   -8,     ,  -32,10206
  210,20090105,   10,   -6,     ,  -36,10217
  210,20090105,   11,   -6,     ,  -41,10224
  210,20090105,   12,   -9,  -12,  -45,10228
  210,20090105,   13,  -11,     ,  -50,10233
  210,20090105,   14,  -12,     ,  -61,10235
  210,20090105,   15,  -17,     ,  -60,10240
  210,20090105,   16,  -24,     ,  -58,10247
  210,20090105,   17,  -17,     ,  -49,10255
  210,20090105,   18,  -10,  -31,  -57,10260
  210,20090105,   19,  -14,     ,  -60,10267
  210,20090105,   20,  -15,     ,  -58,10274
  210,20090105,   21,  -23,     ,  -59,10275
  210,20090105,   22,  -50,     ,  -75,10280
  210,20090105,   23,  -29,     ,  -52,10280
  210,20090105,   24,  -35,  -71,  -55,10279
  210,20090106,    1,  -42,     ,  -60,10277
  210,20090106,    2,  -42,     ,  -66,10279
  210,20090106,    3,  -45,     ,  -73,10282
  210,20090106,    4,  -47,     ,  -79,10280
  210,20090106,    5,  -53,     ,  -80,10281
  210,20090106,    6,  -62,  -81,  -88,10280
  210,20090106,    7,  -60,     ,  -87,10280
  210,20090106,    8,  -68,     ,  -93,10284
  210,20090106,    9,  -50,     ,  -82,10283
  210,20090106,   10,  -39,     ,  -83,10284
  210,20090106,   11,  -28,     ,  -83,10277
  210,20090106,   12,  -21,  -94,  -85,10273
  210,20090106,   13,  -16,     ,  -97,10266
  210,20090106,   14,  -14,     , -107,10260
  210,20090106,   15,  -23,     , -106,10259
  210,20090106,   16,  -50,     , -104,10258
  210,20090106,   17,  -54,     , -106,10256
  210,20090106,   18,  -64, -103,  -95,10254
  210,20090106,   19,  -74,     ,  -98,10250
  210,20090106,   20,  -76,     ,  -92,10246
  210,20090106,   21,  -78,     ,  -88,10245
  210,20090106,   22,  -77,     ,  -85,10240
  210,20090106,   23,  -50,     ,  -81,10234
  210,20090106,   24,  -32, -107,  -84,10227
  210,20090107,    1,  -28,     ,  -87,10222
  210,20090107,    2,  -24,     ,  -77,10223
  210,20090107,    3,  -18,     ,  -55,10219
  210,20090107,    4,  -12,     ,  -36,10213
  210,20090107,    5,    8,     ,  -15,10208
  210,20090107,    6,   11,  -37,    1,10206
  210,20090107,    7,   21,     ,   14,10206
  210,20090107,    8,   29,     ,   24,10209
  210,20090107,    9,   24,     ,   21,10213
  210,20090107,   10,   31,     ,   27,10218
  210,20090107,   11,   51,     ,   37,10222
  210,20090107,   12,   53,    9,   36,10221
  210,20090107,   13,   54,     ,   31,10222
  210,20090107,   14,   50,     ,   27,10224
  210,20090107,   15,   43,     ,   23,10231
  210,20090107,   16,   36,     ,   20,10237
  210,20090107,   17,   28,     ,   16,10244
  210,20090107,   18,   14,  -12,    5,10250
  210,20090107,   19,   14,     ,   12,10258
  210,20090107,   20,    6,     ,    0,10262
  210,20090107,   21,   -7,     ,  -11,10268
  210,20090107,   22,    6,     ,    2,10272
  210,20090107,   23,  -13,     ,  -16,10276
  210,20090107,   24,  -25,  -52,  -28,10281
  210,20090108,    1,  -39,     ,  -41,10284
  210,20090108,    2,  -35,     ,  -36,10290
  210,20090108,    3,  -43,     ,  -44,10291
  210,20090108,    4,  -47,     ,  -48,10292
  210,20090108,    5,  -51,     ,  -52,10293
  210,20090108,    6,  -50,  -83,  -51,10292
  210,20090108,    7,  -26,     ,  -28,10295
  210,20090108,    8,  -37,     ,  -39,10303
  210,20090108,    9,  -38,     ,  -40,10306
  210,20090108,   10,  -29,     ,  -29,10310
  210,20090108,   11,  -24,     ,  -24,10309
  210,20090108,   12,  -17,  -84,  -17,10306
  210,20090108,   13,  -15,     ,  -15,10303
  210,20090108,   14,  -11,     ,  -11,10302
  210,20090108,   15,  -19,     ,  -19,10303
  210,20090108,   16,  -27,     ,  -27,10302
  210,20090108,   17,  -32,     ,  -32,10303
  210,20090108,   18,  -36,  -33,  -36,10305
  210,20090108,   19,  -39,     ,  -39,10307
  210,20090108,   20,  -47,     ,  -48,10307
  210,20090108,   21,  -49,     ,  -50,10308
  210,20090108,   22,  -52,     ,  -53,10308
  210,20090108,   23,  -55,     ,  -57,10306
  210,20090108,   24,  -59,  -62,  -61,10304
  210,20090109,    1,  -64,     ,  -67,10301
  210,20090109,    2,  -67,     ,  -70,10301
  210,20090109,    3,  -71,     ,  -74,10301
  210,20090109,    4,  -72,     ,  -74,10299
  210,20090109,    5,  -74,     ,  -76,10299
  210,20090109,    6,  -79,  -93,  -83,10298
  210,20090109,    7,  -78,     ,  -81,10301
  210,20090109,    8,  -79,     ,  -82,10306
  210,20090109,    9,  -68,     ,  -71,10307
  210,20090109,   10,  -55,     ,  -57,10312
  210,20090109,   11,  -43,     ,  -44,10309
  210,20090109,   12,  -31,  -99,  -32,10306
  210,20090109,   13,  -19,     ,  -20,10301
  210,20090109,   14,  -14,     ,  -16,10300
  210,20090109,   15,  -21,     ,  -25,10299
  210,20090109,   16,  -32,     ,  -36,10300
  210,20090109,   17,  -46,     ,  -50,10300
  210,20090109,   18,  -38,  -86,  -43,10303
  210,20090109,   19,  -45,     ,  -54,10306
  210,20090109,   20,  -52,     ,  -60,10306
  210,20090109,   21,  -51,     ,  -61,10308
  210,20090109,   22,  -51,     ,  -61,10308
  210,20090109,   23,  -53,     ,  -62,10304
  210,20090109,   24,  -66,  -98,  -73,10301
  210,20090110,    1,  -69,     ,  -75,10297
  210,20090110,    2,  -68,     ,  -72,10294
  210,20090110,    3,  -64,     ,  -72,10292
  210,20090110,    4,  -64,     ,  -73,10288
  210,20090110,    5,  -62,     ,  -75,10284
  210,20090110,    6,  -59, -103,  -76,10283
  210,20090110,    7,  -75,     ,  -90,10285
  210,20090110,    8,  -76,     ,  -85,10287
  210,20090110,    9,  -60,     ,  -74,10286
  210,20090110,   10,  -45,     ,  -68,10289
  210,20090110,   11,  -37,     ,  -65,10288
  210,20090110,   12,  -22, -109,  -55,10277
  210,20090110,   13,  -21,     ,  -55,10272
  210,20090110,   14,  -21,     ,  -56,10265
  210,20090110,   15,  -23,     ,  -54,10261
  210,20090110,   16,  -32,     ,  -52,10265
  210,20090110,   17,  -36,     ,  -52,10276
  210,20090110,   18,  -37,  -63,  -53,10272
  210,20090110,   19,  -38,     ,  -51,10271
  210,20090110,   20,  -40,     ,  -51,10277
  210,20090110,   21,  -39,     ,  -51,10276
  210,20090110,   22,  -35,     ,  -47,10277
  210,20090110,   23,  -32,     ,  -43,10277
  210,20090110,   24,  -37,  -49,  -45,10276
  210,20090111,    1,  -25,     ,  -34,10275
  210,20090111,    2,  -17,     ,  -26,10279
  210,20090111,    3,  -24,     ,  -34,10277
  210,20090111,    4,  -33,     ,  -41,10278
  210,20090111,    5,  -32,     ,  -40,10277
  210,20090111,    6,  -37,  -46,  -43,10272
  210,20090111,    7,  -38,     ,  -46,10276
  210,20090111,    8,  -40,     ,  -50,10276
  210,20090111,    9,  -21,     ,  -45,10278
  210,20090111,   10,    2,     ,  -48,10277
  210,20090111,   11,   18,     ,  -48,10271
  210,20090111,   12,   25,  -54,  -43,10266
  210,20090111,   13,   31,     ,  -40,10258
  210,20090111,   14,   36,     ,  -43,10252
  210,20090111,   15,   36,     ,  -44,10253
  210,20090111,   16,   27,     ,  -44,10252
  210,20090111,   17,   26,     ,  -49,10248
  210,20090111,   18,   25,   14,  -49,10247
  210,20090111,   19,   23,     ,  -44,10244
  210,20090111,   20,   23,     ,  -41,10245
  210,20090111,   21,   25,     ,  -36,10238
  210,20090111,   22,   28,     ,  -31,10232
  210,20090111,   23,   30,     ,  -27,10225
  210,20090111,   24,   27,   14,  -21,10219
  210,20090112,    1,   28,     ,  -12,10209
  210,20090112,    2,   30,     ,   -9,10210
  210,20090112,    3,   30,     ,   -1,10203
  210,20090112,    4,   34,     ,    3,10197
  210,20090112,    5,   30,     ,    2,10188
  210,20090112,    6,   33,   20,    5,10183
  210,20090112,    7,   35,     ,    7,10179
  210,20090112,    8,   35,     ,    7,10177
  210,20090112,    9,   38,     ,    8,10179
  210,20090112,   10,   46,     ,    6,10176
  210,20090112,   11,   55,     ,    3,10170
  210,20090112,   12,   56,   28,   -2,10163
  210,20090112,   13,   55,     ,   -2,10154
  210,20090112,   14,   51,     ,   -5,10145
  210,20090112,   15,   53,     ,   -7,10142
  210,20090112,   16,   53,     ,   -7,10135
  210,20090112,   17,   53,     ,   -7,10130
  210,20090112,   18,   55,   49,   -1,10125
  210,20090112,   19,   53,     ,   14,10119
  210,20090112,   20,   42,     ,   34,10115
  210,20090112,   21,   45,     ,   38,10110
  210,20090112,   22,   47,     ,   40,10108
  210,20090112,   23,   48,     ,   41,10104
  210,20090112,   24,   53,   38,   45,10105
  210,20090113,    1,   54,     ,   45,10103
  210,20090113,    2,   56,     ,   47,10103
  210,20090113,    3,   54,     ,   46,10104
  210,20090113,    4,   55,     ,   48,10102
  210,20090113,    5,   49,     ,   42,10101
  210,20090113,    6,   49,   48,   45,10104
  210,20090113,    7,   52,     ,   47,10104
  210,20090113,    8,   52,     ,   47,10111
  210,20090113,    9,   51,     ,   45,10115
  210,20090113,   10,   49,     ,   44,10117
  210,20090113,   11,   49,     ,   45,10113
  210,20090113,   12,   50,   48,   46,10111
  210,20090113,   13,   50,     ,   46,10107
  210,20090113,   14,   49,     ,   45,10102
  210,20090113,   15,   45,     ,   42,10107
  210,20090113,   16,   44,     ,   41,10108
  210,20090113,   17,   43,     ,   41,10111
  210,20090113,   18,   43,   42,   42,10112
  210,20090113,   19,   43,     ,   42,10114
  210,20090113,   20,   45,     ,   44,10113
  210,20090113,   21,   44,     ,   41,10111
  210,20090113,   22,   46,     ,   45,10111
  210,20090113,   23,   49,     ,   48,10109
  210,20090113,   24,   52,   42,   51,10110
  210,20090114,    1,   53,     ,   52,10108
  210,20090114,    2,   50,     ,   49,10111
  210,20090114,    3,   53,     ,   52,10113
  210,20090114,    4,   53,     ,   52,10116
  210,20090114,    5,   52,     ,   49,10122
  210,20090114,    6,   47,   45,   44,10127
  210,20090114,    7,   44,     ,   40,10131
  210,20090114,    8,   24,     ,   20,10137
  210,20090114,    9,   46,     ,   40,10140
  210,20090114,   10,   53,     ,   46,10144
  210,20090114,   11,   61,     ,   45,10147
  210,20090114,   12,   64,   11,   48,10145
  210,20090114,   13,   64,     ,   48,10145
  210,20090114,   14,   62,     ,   45,10147
  210,20090114,   15,   46,     ,   35,10156
  210,20090114,   16,   40,     ,   33,10162
  210,20090114,   17,   42,     ,   34,10164
  210,20090114,   18,   34,   21,   29,10172
  210,20090114,   19,   34,     ,   30,10177
  210,20090114,   20,   28,     ,   25,10177
  210,20090114,   21,   23,     ,   20,10178
  210,20090114,   22,   25,     ,   23,10177
  210,20090114,   23,   28,     ,   26,10179
  210,20090114,   24,   27,   23,   24,10178
  210,20090115,    1,   26,     ,   23,10182
  210,20090115,    2,   27,     ,   24,10184
  210,20090115,    3,   26,     ,   22,10182
  210,20090115,    4,   24,     ,   20,10183
  210,20090115,    5,   31,     ,   24,10185
  210,20090115,    6,   33,   19,   16,10185
  210,20090115,    7,   35,     ,   13,10184
  210,20090115,    8,   36,     ,   10,10187
  210,20090115,    9,   36,     ,    8,10191
  210,20090115,   10,   37,     ,    7,10194
  210,20090115,   11,   36,     ,    3,10192
  210,20090115,   12,   35,   29,    0,10190
  210,20090115,   13,   41,     ,    3,10187
  210,20090115,   14,   40,     ,    6,10188
  210,20090115,   15,   42,     ,    7,10185
  210,20090115,   16,   32,     ,    3,10191
  210,20090115,   17,   24,     ,    0,10192
  210,20090115,   18,   23,   11,    1,10195
  210,20090115,   19,   17,     ,   -2,10202
  210,20090115,   20,   19,     ,   -2,10203
  210,20090115,   21,   16,     ,   -5,10201
  210,20090115,   22,   15,     ,   -5,10199
  210,20090115,   23,   14,     ,   -7,10197
  210,20090115,   24,   11,    5,   -8,10195
  210,20090116,    1,   10,     ,   -9,10193
  210,20090116,    2,    5,     ,  -11,10194
  210,20090116,    3,    6,     ,  -10,10195
  210,20090116,    4,    7,     ,  -10,10192
  210,20090116,    5,    7,     ,  -11,10189
  210,20090116,    6,    6,    0,  -10,10187
  210,20090116,    7,    2,     ,  -12,10185
  210,20090116,    8,    3,     ,   -9,10186
  210,20090116,    9,   14,     ,   -7,10184
  210,20090116,   10,   17,     ,   -5,10186
  210,20090116,   11,   20,     ,   -3,10187
  210,20090116,   12,   21,   -5,   -1,10182
  210,20090116,   13,   22,     ,    0,10177
  210,20090116,   14,   24,     ,    2,10179
  210,20090116,   15,   27,     ,    4,10177
  210,20090116,   16,   27,     ,    4,10179
  210,20090116,   17,   28,     ,    6,10178
  210,20090116,   18,   29,   22,    7,10178
  210,20090116,   19,   31,     ,   14,10177
  210,20090116,   20,   30,     ,   19,10176
  210,20090116,   21,   32,     ,   25,10176
  210,20090116,   22,   30,     ,   24,10173
  210,20090116,   23,   32,     ,   26,10168
  210,20090116,   24,   31,   28,   26,10166
  210,20090117,    1,   32,     ,   29,10163
  210,20090117,    2,   30,     ,   26,10164
  210,20090117,    3,   30,     ,   27,10158
  210,20090117,    4,   31,     ,   29,10152
  210,20090117,    5,   31,     ,   30,10146
  210,20090117,    6,   35,   30,   34,10138
  210,20090117,    7,   42,     ,   40,10135
  210,20090117,    8,   48,     ,   42,10131
  210,20090117,    9,   53,     ,   40,10130
  210,20090117,   10,   58,     ,   39,10125
  210,20090117,   11,   57,     ,   48,10118
  210,20090117,   12,   63,   35,   51,10110
  210,20090117,   13,   67,     ,   57,10105
  210,20090117,   14,   75,     ,   58,10103
  210,20090117,   15,   75,     ,   41,10104
  210,20090117,   16,   68,     ,   34,10106
  210,20090117,   17,   62,     ,   28,10108
  210,20090117,   18,   63,   51,   32,10103
  210,20090117,   19,   54,     ,   33,10098
  210,20090117,   20,   53,     ,   37,10082
  210,20090117,   21,   63,     ,   52,10080
  210,20090117,   22,   67,     ,   51,10070
  210,20090117,   23,   70,     ,   51,10045
  210,20090117,   24,   70,   44,   51,10029
  210,20090118,    1,   74,     ,   50,10001
  210,20090118,    2,   78,     ,   48, 9992
  210,20090118,    3,   71,     ,   58, 9975
  210,20090118,    4,   73,     ,   61, 9966
  210,20090118,    5,   76,     ,   59, 9953
  210,20090118,    6,   74,   66,   55, 9945
  210,20090118,    7,   70,     ,   54, 9936
  210,20090118,    8,   74,     ,   56, 9935
  210,20090118,    9,   75,     ,   54, 9931
  210,20090118,   10,   67,     ,   55, 9924
  210,20090118,   11,   55,     ,   45, 9926
  210,20090118,   12,   57,   53,   47, 9924
  210,20090118,   13,   57,     ,   44, 9935
  210,20090118,   14,   56,     ,   43, 9943
  210,20090118,   15,   56,     ,   35, 9955
  210,20090118,   16,   48,     ,   30, 9969
  210,20090118,   17,   45,     ,   32, 9981
  210,20090118,   18,   48,   35,   28, 9991
  210,20090118,   19,   51,     ,   26, 9996
  210,20090118,   20,   48,     ,   23,10005
  210,20090118,   21,   50,     ,   27,10009
  210,20090118,   22,   46,     ,   17,10009
  210,20090118,   23,   33,     ,   15,10006
  210,20090118,   24,   34,   25,   19,10002
  210,20090119,    1,   33,     ,   20, 9992
  210,20090119,    2,   35,     ,   20, 9985
  210,20090119,    3,   35,     ,   20, 9977
  210,20090119,    4,   35,     ,   19, 9961
  210,20090119,    5,   35,     ,   21, 9947
  210,20090119,    6,   36,   24,   23, 9931
  210,20090119,    7,   39,     ,   26, 9907
  210,20090119,    8,   38,     ,   27, 9885
  210,20090119,    9,   38,     ,   34, 9852
  210,20090119,   10,   42,     ,   39, 9823
  210,20090119,   11,   49,     ,   45, 9800
  210,20090119,   12,   60,   34,   56, 9775
  210,20090119,   13,   74,     ,   66, 9777
  210,20090119,   14,   77,     ,   53, 9796
  210,20090119,   15,   77,     ,   53, 9809
  210,20090119,   16,   83,     ,   56, 9810
  210,20090119,   17,   67,     ,   54, 9811
  210,20090119,   18,   56,   53,   45, 9810
  210,20090119,   19,   57,     ,   44, 9814
  210,20090119,   20,   44,     ,   31, 9823
  210,20090119,   21,   26,     ,   20, 9835
  210,20090119,   22,   31,     ,   22, 9839
  210,20090119,   23,   29,     ,   19, 9855
  210,20090119,   24,   36,   25,   25, 9854
  210,20090120,    1,   35,     ,   22, 9867
  210,20090120,    2,   36,     ,   23, 9873
  210,20090120,    3,   29,     ,   16, 9876
  210,20090120,    4,   22,     ,   10, 9882
  210,20090120,    5,   21,     ,   11, 9889
  210,20090120,    6,   26,   12,   13, 9895
  210,20090120,    7,   30,     ,   15, 9903
  210,20090120,    8,   36,     ,   21, 9910
  210,20090120,    9,   37,     ,   22, 9919
  210,20090120,   10,   43,     ,   26, 9930
  210,20090120,   11,   50,     ,   28, 9936
  210,20090120,   12,   51,   22,   31, 9940
  210,20090120,   13,   51,     ,   28, 9942
  210,20090120,   14,   55,     ,   28, 9944
  210,20090120,   15,   57,     ,   24, 9952
  210,20090120,   16,   52,     ,   24, 9956
  210,20090120,   17,   54,     ,   26, 9963
  210,20090120,   18,   53,   44,   29, 9968
  210,20090120,   19,   53,     ,   28, 9973
  210,20090120,   20,   47,     ,   31, 9980
  210,20090120,   21,   43,     ,   32, 9985
  210,20090120,   22,   42,     ,   31, 9988
  210,20090120,   23,   41,     ,   32, 9993
  210,20090120,   24,   42,   38,   31, 9995
  210,20090121,    1,   39,     ,   28,10000
  210,20090121,    2,   35,     ,   27,10001
  210,20090121,    3,   42,     ,   30,10006
  210,20090121,    4,   42,     ,   26,10011
  210,20090121,    5,   28,     ,   17,10014
  210,20090121,    6,   31,   16,   22,10021
  210,20090121,    7,   33,     ,   24,10030
  210,20090121,    8,   29,     ,   21,10038
  210,20090121,    9,   36,     ,   27,10045
  210,20090121,   10,   39,     ,   27,10050
  210,20090121,   11,   42,     ,   27,10053
  210,20090121,   12,   58,   21,   34,10049
  210,20090121,   13,   53,     ,   32,10051
  210,20090121,   14,   43,     ,   23,10054
  210,20090121,   15,   35,     ,   20,10059
  210,20090121,   16,   34,     ,   20,10060
  210,20090121,   17,   34,     ,   18,10063
  210,20090121,   18,   33,   28,   14,10067
  210,20090121,   19,   30,     ,   12,10070
  210,20090121,   20,   29,     ,   12,10070
  210,20090121,   21,   31,     ,    8,10065
  210,20090121,   22,   31,     ,    8,10058
  210,20090121,   23,   33,     ,    8,10052
  210,20090121,   24,   35,   27,    6,10042
  210,20090122,    1,   33,     ,    9,10032
  210,20090122,    2,   32,     ,    7,10023
  210,20090122,    3,   26,     ,    4,10010
  210,20090122,    4,   26,     ,    3, 9997
  210,20090122,    5,   28,     ,    3, 9983
  210,20090122,    6,   31,   21,    4, 9968
  210,20090122,    7,   31,     ,    9, 9955
  210,20090122,    8,   34,     ,   14, 9943
  210,20090122,    9,   35,     ,   22, 9933
  210,20090122,   10,   41,     ,   26, 9923
  210,20090122,   11,   45,     ,   34, 9912
  210,20090122,   12,   51,   29,   40, 9896
  210,20090122,   13,   49,     ,   38, 9882
  210,20090122,   14,   47,     ,   40, 9872
  210,20090122,   15,   48,     ,   43, 9862
  210,20090122,   16,   52,     ,   46, 9858
  210,20090122,   17,   62,     ,   57, 9864
  210,20090122,   18,   66,   47,   59, 9880
  210,20090122,   19,   67,     ,   57, 9884
  210,20090122,   20,   65,     ,   57, 9882
  210,20090122,   21,   65,     ,   58, 9878
  210,20090122,   22,   65,     ,   58, 9870
  210,20090122,   23,   63,     ,   56, 9867
  210,20090122,   24,   61,   57,   55, 9856
  210,20090123,    1,   59,     ,   53, 9840
  210,20090123,    2,   53,     ,   49, 9820
  210,20090123,    3,   47,     ,   45, 9796
  210,20090123,    4,   46,     ,   43, 9767
  210,20090123,    5,   44,     ,   41, 9740
  210,20090123,    6,   43,   43,   42, 9714
  210,20090123,    7,   48,     ,   46, 9694
  210,20090123,    8,   50,     ,   48, 9669
  210,20090123,    9,   51,     ,   50, 9654
  210,20090123,   10,   58,     ,   57, 9640
  210,20090123,   11,   72,     ,   69, 9627
  210,20090123,   12,   77,   44,   75, 9614
  210,20090123,   13,   77,     ,   76, 9614
  210,20090123,   14,   53,     ,   51, 9646
  210,20090123,   15,   44,     ,   37, 9681
  210,20090123,   16,   43,     ,   34, 9713
  210,20090123,   17,   52,     ,   45, 9738
  210,20090123,   18,   56,   41,   47, 9762
  210,20090123,   19,   53,     ,   37, 9780
  210,20090123,   20,   50,     ,   28, 9794
  210,20090123,   21,   46,     ,   26, 9803
  210,20090123,   22,   49,     ,   31, 9805
  210,20090123,   23,   45,     ,   26, 9807
  210,20090123,   24,   44,   34,   27, 9805
  210,20090124,    1,   48,     ,   32, 9814
  210,20090124,    2,   48,     ,   34, 9820
  210,20090124,    3,   42,     ,   34, 9824
  210,20090124,    4,   46,     ,   34, 9826
  210,20090124,    5,   44,     ,   33, 9829
  210,20090124,    6,   43,   32,   34, 9833
  210,20090124,    7,   35,     ,   26, 9836
  210,20090124,    8,   35,     ,   28, 9842
  210,20090124,    9,   46,     ,   35, 9852
  210,20090124,   10,   47,     ,   31, 9862
  210,20090124,   11,   53,     ,   33, 9873
  210,20090124,   12,   58,   22,   33, 9882
  210,20090124,   13,   54,     ,   35, 9890
  210,20090124,   14,   54,     ,   28, 9899
  210,20090124,   15,   48,     ,   31, 9911
  210,20090124,   16,   40,     ,   24, 9919
  210,20090124,   17,   38,     ,   25, 9929
  210,20090124,   18,   36,   19,   23, 9936
  210,20090124,   19,   34,     ,   25, 9948
  210,20090124,   20,   34,     ,   26, 9952
  210,20090124,   21,   31,     ,   23, 9957
  210,20090124,   22,   22,     ,   16, 9961
  210,20090124,   23,   15,     ,   12, 9966
  210,20090124,   24,   13,   -6,   11, 9965
  210,20090125,    1,   11,     ,    9, 9964
  210,20090125,    2,    6,     ,    5, 9963
  210,20090125,    3,   10,     ,    9, 9959
  210,20090125,    4,    6,     ,    5, 9958
  210,20090125,    5,    9,     ,    8, 9953
  210,20090125,    6,   12,   -5,   10, 9950
  210,20090125,    7,    9,     ,    7, 9951
  210,20090125,    8,   12,     ,    9, 9949
  210,20090125,    9,   25,     ,   16, 9946
  210,20090125,   10,   39,     ,   16, 9946
  210,20090125,   11,   46,     ,   14, 9942
  210,20090125,   12,   56,    4,   15, 9936
