# BRON:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 210:         4.419       52.165      -0.20  VALKENBURG
# 225:         4.575       52.463       4.40  IJMUIDEN
# 235:         4.785       52.924       0.50  DE KOOY
# 
# YYYYMMDD = datum (YYYY=jaar,MM=maand,DD=dag); 
# HH       = tijd (HH=uur, UT.12 UT=13 MET, 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT; 
# T        = Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# T10N     = Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur; 
# TD       = Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming; 
# P        = Luchtdruk (in 0.1 hPa) herleid naar zeeniveau, tijdens de waarneming; 
# 
# STN,YYYYMMDD,   HH,    T,  T10,   TD,    P
# 
  225,20090517,    1,     ,     ,     ,     
  225,20090517,    2,     ,     ,     ,     
  225,20090517,    3,     ,     ,     ,     
  225,20090517,    4,     ,     ,     ,     
  225,20090517,    5,     ,     ,     ,     
  225,20090517,    6,     ,     ,     ,     
  225,20090517,    7,     ,     ,     ,     
  225,20090517,    8,     ,     ,     ,     
  225,20090517,    9,     ,     ,     ,     
  225,20090517,   10,     ,     ,     ,     
  225,20090517,   11,     ,     ,     ,     
  225,20090517,   12,     ,     ,     ,     
  225,20090517,   13,     ,     ,     ,     
  225,20090517,   14,     ,     ,     ,     
  225,20090517,   15,     ,     ,     ,     
  225,20090517,   16,     ,     ,     ,     
  225,20090517,   17,     ,     ,     ,     
  225,20090517,   18,     ,     ,     ,     
  225,20090517,   19,     ,     ,     ,     
  225,20090517,   20,     ,     ,     ,     
  225,20090517,   21,     ,     ,     ,     
  225,20090517,   22,     ,     ,     ,     
  225,20090517,   23,     ,     ,     ,     
  225,20090517,   24,     ,     ,     ,     
  225,20090518,    1,     ,     ,     ,     
  225,20090518,    2,     ,     ,     ,     
  225,20090518,    3,     ,     ,     ,     
  225,20090518,    4,     ,     ,     ,     
  225,20090518,    5,     ,     ,     ,     
  225,20090518,    6,     ,     ,     ,     
  225,20090518,    7,     ,     ,     ,     
  225,20090518,    8,     ,     ,     ,     
  225,20090518,    9,     ,     ,     ,     
  225,20090518,   10,     ,     ,     ,     
  225,20090518,   11,     ,     ,     ,     
  225,20090518,   12,     ,     ,     ,     
  225,20090518,   13,     ,     ,     ,     
  225,20090518,   14,     ,     ,     ,     
  225,20090518,   15,     ,     ,     ,     
  225,20090518,   16,     ,     ,     ,     
  225,20090518,   17,     ,     ,     ,     
  225,20090518,   18,     ,     ,     ,     
  225,20090518,   19,     ,     ,     ,     
  225,20090518,   20,     ,     ,     ,     
  225,20090518,   21,     ,     ,     ,     
  225,20090518,   22,     ,     ,     ,     
  225,20090518,   23,     ,     ,     ,     
  225,20090518,   24,     ,     ,     ,     
  225,20090519,    1,     ,     ,     ,     
  225,20090519,    2,     ,     ,     ,     
  225,20090519,    3,     ,     ,     ,     
  225,20090519,    4,     ,     ,     ,     
  225,20090519,    5,     ,     ,     ,     
  225,20090519,    6,     ,     ,     ,     
  225,20090519,    7,     ,     ,     ,     
  225,20090519,    8,     ,     ,     ,     
  225,20090519,    9,     ,     ,     ,     
  225,20090519,   10,     ,     ,     ,     
  225,20090519,   11,     ,     ,     ,     
  225,20090519,   12,     ,     ,     ,     
  225,20090519,   13,     ,     ,     ,     
  225,20090519,   14,     ,     ,     ,     
  225,20090519,   15,     ,     ,     ,     
  225,20090519,   16,     ,     ,     ,     
  225,20090519,   17,     ,     ,     ,     
  225,20090519,   18,     ,     ,     ,     
  225,20090519,   19,     ,     ,     ,     
  225,20090519,   20,     ,     ,     ,     
  225,20090519,   21,     ,     ,     ,     
  225,20090519,   22,     ,     ,     ,     
  225,20090519,   23,     ,     ,     ,     
  225,20090519,   24,     ,     ,     ,     
  225,20090520,    1,     ,     ,     ,     
  225,20090520,    2,     ,     ,     ,     
  225,20090520,    3,     ,     ,     ,     
  225,20090520,    4,     ,     ,     ,     
  225,20090520,    5,     ,     ,     ,     
  225,20090520,    6,     ,     ,     ,     
  225,20090520,    7,     ,     ,     ,     
  225,20090520,    8,     ,     ,     ,     
  225,20090520,    9,     ,     ,     ,     
  225,20090520,   10,     ,     ,     ,     
  225,20090520,   11,     ,     ,     ,     
  225,20090520,   12,     ,     ,     ,     
  225,20090520,   13,     ,     ,     ,     
  225,20090520,   14,     ,     ,     ,     
  225,20090520,   15,     ,     ,     ,     
  225,20090520,   16,     ,     ,     ,     
  225,20090520,   17,     ,     ,     ,     
  225,20090520,   18,     ,     ,     ,     
  225,20090520,   19,     ,     ,     ,     
  225,20090520,   20,     ,     ,     ,     
  225,20090520,   21,     ,     ,     ,     
  225,20090520,   22,     ,     ,     ,     
  225,20090520,   23,     ,     ,     ,     
  225,20090520,   24,     ,     ,     ,     
  225,20090521,    1,     ,     ,     ,     
  225,20090521,    2,     ,     ,     ,     
  225,20090521,    3,     ,     ,     ,     
  225,20090521,    4,     ,     ,     ,     
  225,20090521,    5,     ,     ,     ,     
  225,20090521,    6,     ,     ,     ,     
  225,20090521,    7,     ,     ,     ,     
  225,20090521,    8,     ,     ,     ,     
  225,20090521,    9,     ,     ,     ,     
  225,20090521,   10,     ,     ,     ,     
  225,20090521,   11,     ,     ,     ,     
  225,20090521,   12,     ,     ,     ,     
  225,20090521,   13,     ,     ,     ,     
  225,20090521,   14,     ,     ,     ,     
  225,20090521,   15,     ,     ,     ,     
  225,20090521,   16,     ,     ,     ,     
  225,20090521,   17,     ,     ,     ,     
  225,20090521,   18,     ,     ,     ,     
  225,20090521,   19,     ,     ,     ,     
  225,20090521,   20,     ,     ,     ,     
  225,20090521,   21,     ,     ,     ,     
  225,20090521,   22,     ,     ,     ,     
  225,20090521,   23,     ,     ,     ,     
  225,20090521,   24,     ,     ,     ,     
  225,20090522,    1,     ,     ,     ,     
  225,20090522,    2,     ,     ,     ,     
  225,20090522,    3,     ,     ,     ,     
  225,20090522,    4,     ,     ,     ,     
  225,20090522,    5,     ,     ,     ,     
  225,20090522,    6,     ,     ,     ,     
  225,20090522,    7,     ,     ,     ,     
  225,20090522,    8,     ,     ,     ,     
  225,20090522,    9,     ,     ,     ,     
  225,20090522,   10,     ,     ,     ,     
  225,20090522,   11,     ,     ,     ,     
  225,20090522,   12,     ,     ,     ,     
  225,20090522,   13,     ,     ,     ,     
  225,20090522,   14,     ,     ,     ,     
  225,20090522,   15,     ,     ,     ,     
  225,20090522,   16,     ,     ,     ,     
  225,20090522,   17,     ,     ,     ,     
  225,20090522,   18,     ,     ,     ,     
  225,20090522,   19,     ,     ,     ,     
  225,20090522,   20,     ,     ,     ,     
  225,20090522,   21,     ,     ,     ,     
  225,20090522,   22,     ,     ,     ,     
  225,20090522,   23,     ,     ,     ,     
  225,20090522,   24,     ,     ,     ,     
  225,20090523,    1,     ,     ,     ,     
  225,20090523,    2,     ,     ,     ,     
  225,20090523,    3,     ,     ,     ,     
  225,20090523,    4,     ,     ,     ,     
  225,20090523,    5,     ,     ,     ,     
  225,20090523,    6,     ,     ,     ,     
  225,20090523,    7,     ,     ,     ,     
  225,20090523,    8,     ,     ,     ,     
  225,20090523,    9,     ,     ,     ,     
  225,20090523,   10,     ,     ,     ,     
  225,20090523,   11,     ,     ,     ,     
  225,20090523,   12,     ,     ,     ,     
  225,20090523,   13,     ,     ,     ,     
  225,20090523,   14,     ,     ,     ,     
  225,20090523,   15,     ,     ,     ,     
  225,20090523,   16,     ,     ,     ,     
  225,20090523,   17,     ,     ,     ,     
  225,20090523,   18,     ,     ,     ,     
  225,20090523,   19,     ,     ,     ,     
  225,20090523,   20,     ,     ,     ,     
  225,20090523,   21,     ,     ,     ,     
  225,20090523,   22,     ,     ,     ,     
  225,20090523,   23,     ,     ,     ,     
  225,20090523,   24,     ,     ,     ,     
  225,20090524,    1,     ,     ,     ,     
  225,20090524,    2,     ,     ,     ,     
  225,20090524,    3,     ,     ,     ,     
  225,20090524,    4,     ,     ,     ,     
  225,20090524,    5,     ,     ,     ,     
  225,20090524,    6,     ,     ,     ,     
  225,20090524,    7,     ,     ,     ,     
  225,20090524,    8,     ,     ,     ,     
  225,20090524,    9,     ,     ,     ,     
  225,20090524,   10,     ,     ,     ,     
  225,20090524,   11,     ,     ,     ,     
  225,20090524,   12,     ,     ,     ,     
  225,20090524,   13,     ,     ,     ,     
  225,20090524,   14,     ,     ,     ,     
  225,20090524,   15,     ,     ,     ,     
  225,20090524,   16,     ,     ,     ,     
  225,20090524,   17,     ,     ,     ,     
  225,20090524,   18,     ,     ,     ,     
  225,20090524,   19,     ,     ,     ,     
  225,20090524,   20,     ,     ,     ,     
  225,20090524,   21,     ,     ,     ,     
  225,20090524,   22,     ,     ,     ,     
  225,20090524,   23,     ,     ,     ,     
  225,20090524,   24,     ,     ,     ,     
  225,20090525,    1,     ,     ,     ,     
  225,20090525,    2,     ,     ,     ,     
  225,20090525,    3,     ,     ,     ,     
  225,20090525,    4,     ,     ,     ,     
  225,20090525,    5,     ,     ,     ,     
  225,20090525,    6,     ,     ,     ,     
  225,20090525,    7,     ,     ,     ,     
  225,20090525,    8,     ,     ,     ,     
  225,20090525,    9,     ,     ,     ,     
  225,20090525,   10,     ,     ,     ,     
  225,20090525,   11,     ,     ,     ,     
  225,20090525,   12,     ,     ,     ,     
  225,20090525,   13,     ,     ,     ,     
  225,20090525,   14,     ,     ,     ,     
  225,20090525,   15,     ,     ,     ,     
  225,20090525,   16,     ,     ,     ,     
  225,20090525,   17,     ,     ,     ,     
  225,20090525,   18,     ,     ,     ,     
  225,20090525,   19,     ,     ,     ,     
  225,20090525,   20,     ,     ,     ,     
  225,20090525,   21,     ,     ,     ,     
  225,20090525,   22,     ,     ,     ,     
  225,20090525,   23,     ,     ,     ,     
  225,20090525,   24,     ,     ,     ,     
  225,20090526,    1,     ,     ,     ,     
  225,20090526,    2,     ,     ,     ,     
  225,20090526,    3,     ,     ,     ,     
  225,20090526,    4,     ,     ,     ,     
  225,20090526,    5,     ,     ,     ,     
  225,20090526,    6,     ,     ,     ,     
  225,20090526,    7,     ,     ,     ,     
  225,20090526,    8,     ,     ,     ,     
  225,20090526,    9,     ,     ,     ,     
  225,20090526,   10,     ,     ,     ,     
  225,20090526,   11,     ,     ,     ,     
  225,20090526,   12,     ,     ,     ,     
  225,20090526,   13,     ,     ,     ,     
  225,20090526,   14,     ,     ,     ,     
  225,20090526,   15,     ,     ,     ,     
  225,20090526,   16,     ,     ,     ,     
  225,20090526,   17,     ,     ,     ,     
  225,20090526,   18,     ,     ,     ,     
  225,20090526,   19,     ,     ,     ,     
  225,20090526,   20,     ,     ,     ,     
  225,20090526,   21,     ,     ,     ,     
  225,20090526,   22,     ,     ,     ,     
  225,20090526,   23,     ,     ,     ,     
  225,20090526,   24,     ,     ,     ,     
  225,20090527,    1,     ,     ,     ,     
  225,20090527,    2,     ,     ,     ,     
  225,20090527,    3,     ,     ,     ,     
  225,20090527,    4,     ,     ,     ,     
  225,20090527,    5,     ,     ,     ,     
  225,20090527,    6,     ,     ,     ,     
  225,20090527,    7,     ,     ,     ,     
  225,20090527,    8,     ,     ,     ,     
  225,20090527,    9,     ,     ,     ,     
  225,20090527,   10,     ,     ,     ,     
  225,20090527,   11,     ,     ,     ,     
  225,20090527,   12,     ,     ,     ,     
  225,20090527,   13,     ,     ,     ,     
  225,20090527,   14,     ,     ,     ,     
  225,20090527,   15,     ,     ,     ,     
  225,20090527,   16,     ,     ,     ,     
  225,20090527,   17,     ,     ,     ,     
  225,20090527,   18,     ,     ,     ,     
  225,20090527,   19,     ,     ,     ,     
  225,20090527,   20,     ,     ,     ,     
  225,20090527,   21,     ,     ,     ,     
  225,20090527,   22,     ,     ,     ,     
  225,20090527,   23,     ,     ,     ,     
  225,20090527,   24,     ,     ,     ,     
  225,20090528,    1,     ,     ,     ,     
  225,20090528,    2,     ,     ,     ,     
  225,20090528,    3,     ,     ,     ,     
  225,20090528,    4,     ,     ,     ,     
  225,20090528,    5,     ,     ,     ,     
  225,20090528,    6,     ,     ,     ,     
  225,20090528,    7,     ,     ,     ,     
  225,20090528,    8,     ,     ,     ,     
  225,20090528,    9,     ,     ,     ,     
  225,20090528,   10,     ,     ,     ,     
  225,20090528,   11,     ,     ,     ,     
  225,20090528,   12,     ,     ,     ,     
  225,20090528,   13,     ,     ,     ,     
  225,20090528,   14,     ,     ,     ,     
  225,20090528,   15,     ,     ,     ,     
  225,20090528,   16,     ,     ,     ,     
  225,20090528,   17,     ,     ,     ,     
  225,20090528,   18,     ,     ,     ,     
  225,20090528,   19,     ,     ,     ,     
  225,20090528,   20,     ,     ,     ,     
  225,20090528,   21,     ,     ,     ,     
  225,20090528,   22,     ,     ,     ,     
  225,20090528,   23,     ,     ,     ,     
  225,20090528,   24,     ,     ,     ,     
  225,20090529,    1,     ,     ,     ,     
  225,20090529,    2,     ,     ,     ,     
  225,20090529,    3,     ,     ,     ,     
  225,20090529,    4,     ,     ,     ,     
  225,20090529,    5,     ,     ,     ,     
  225,20090529,    6,     ,     ,     ,     
  225,20090529,    7,     ,     ,     ,     
  225,20090529,    8,     ,     ,     ,     
  225,20090529,    9,     ,     ,     ,     
  225,20090529,   10,     ,     ,     ,     
  225,20090529,   11,     ,     ,     ,     
  225,20090529,   12,     ,     ,     ,     
  225,20090529,   13,     ,     ,     ,     
  225,20090529,   14,     ,     ,     ,     
  225,20090529,   15,     ,     ,     ,     
  225,20090529,   16,     ,     ,     ,     
  225,20090529,   17,     ,     ,     ,     
  225,20090529,   18,     ,     ,     ,     
  225,20090529,   19,     ,     ,     ,     
  225,20090529,   20,     ,     ,     ,     
  225,20090529,   21,     ,     ,     ,     
  225,20090529,   22,     ,     ,     ,     
  225,20090529,   23,     ,     ,     ,     
  225,20090529,   24,     ,     ,     ,     
  225,20090530,    1,     ,     ,     ,     
  225,20090530,    2,     ,     ,     ,     
  225,20090530,    3,     ,     ,     ,     
  225,20090530,    4,     ,     ,     ,     
  225,20090530,    5,     ,     ,     ,     
  225,20090530,    6,     ,     ,     ,     
  225,20090530,    7,     ,     ,     ,     
  225,20090530,    8,     ,     ,     ,     
  225,20090530,    9,     ,     ,     ,     
  225,20090530,   10,     ,     ,     ,     
  225,20090530,   11,     ,     ,     ,     
  225,20090530,   12,     ,     ,     ,     
  225,20090530,   13,     ,     ,     ,     
  225,20090530,   14,     ,     ,     ,     
  225,20090530,   15,     ,     ,     ,     
  225,20090530,   16,     ,     ,     ,     
  225,20090530,   17,     ,     ,     ,     
  225,20090530,   18,     ,     ,     ,     
  225,20090530,   19,     ,     ,     ,     
  225,20090530,   20,     ,     ,     ,     
  225,20090530,   21,     ,     ,     ,     
  225,20090530,   22,     ,     ,     ,     
  225,20090530,   23,     ,     ,     ,     
  225,20090530,   24,     ,     ,     ,     
  225,20090531,    1,     ,     ,     ,     
  225,20090531,    2,     ,     ,     ,     
  225,20090531,    3,     ,     ,     ,     
  225,20090531,    4,     ,     ,     ,     
  225,20090531,    5,     ,     ,     ,     
  225,20090531,    6,     ,     ,     ,     
  225,20090531,    7,     ,     ,     ,     
  225,20090531,    8,     ,     ,     ,     
  225,20090531,    9,     ,     ,     ,     
  225,20090531,   10,     ,     ,     ,     
  225,20090531,   11,     ,     ,     ,     
  225,20090531,   12,     ,     ,     ,     
  225,20090531,   13,     ,     ,     ,     
  225,20090531,   14,     ,     ,     ,     
  225,20090531,   15,     ,     ,     ,     
  225,20090531,   16,     ,     ,     ,     
  225,20090531,   17,     ,     ,     ,     
  225,20090531,   18,     ,     ,     ,     
  225,20090531,   19,     ,     ,     ,     
  225,20090531,   20,     ,     ,     ,     
  225,20090531,   21,     ,     ,     ,     
  225,20090531,   22,     ,     ,     ,     
  225,20090531,   23,     ,     ,     ,     
  225,20090531,   24,     ,     ,     ,     
  225,20090601,    1,     ,     ,     ,     
  225,20090601,    2,     ,     ,     ,     
  225,20090601,    3,     ,     ,     ,     
  225,20090601,    4,     ,     ,     ,     
  225,20090601,    5,     ,     ,     ,     
  225,20090601,    6,     ,     ,     ,     
  225,20090601,    7,     ,     ,     ,     
  225,20090601,    8,     ,     ,     ,     
  225,20090601,    9,     ,     ,     ,     
  225,20090601,   10,     ,     ,     ,     
  225,20090601,   11,     ,     ,     ,     
  225,20090601,   12,     ,     ,     ,     
  225,20090601,   13,     ,     ,     ,     
  225,20090601,   14,     ,     ,     ,     
  225,20090601,   15,     ,     ,     ,     
  225,20090601,   16,     ,     ,     ,     
  225,20090601,   17,     ,     ,     ,     
  225,20090601,   18,     ,     ,     ,     
  225,20090601,   19,     ,     ,     ,     
  225,20090601,   20,     ,     ,     ,     
  225,20090601,   21,     ,     ,     ,     
  225,20090601,   22,     ,     ,     ,     
  225,20090601,   23,     ,     ,     ,     
  225,20090601,   24,     ,     ,     ,     
  225,20090602,    1,     ,     ,     ,     
  225,20090602,    2,     ,     ,     ,     
  225,20090602,    3,     ,     ,     ,     
  225,20090602,    4,     ,     ,     ,     
  225,20090602,    5,     ,     ,     ,     
  225,20090602,    6,     ,     ,     ,     
  225,20090602,    7,     ,     ,     ,     
  225,20090602,    8,     ,     ,     ,     
  225,20090602,    9,     ,     ,     ,     
  225,20090602,   10,     ,     ,     ,     
  225,20090602,   11,     ,     ,     ,     
  225,20090602,   12,     ,     ,     ,     
  225,20090602,   13,     ,     ,     ,     
  225,20090602,   14,     ,     ,     ,     
  225,20090602,   15,     ,     ,     ,     
  225,20090602,   16,     ,     ,     ,     
  225,20090602,   17,     ,     ,     ,     
  225,20090602,   18,     ,     ,     ,     
  225,20090602,   19,     ,     ,     ,     
  225,20090602,   20,     ,     ,     ,     
  225,20090602,   21,     ,     ,     ,     
  225,20090602,   22,     ,     ,     ,     
  225,20090602,   23,     ,     ,     ,     
  225,20090602,   24,     ,     ,     ,     
  225,20090603,    1,     ,     ,     ,     
  225,20090603,    2,     ,     ,     ,     
  225,20090603,    3,     ,     ,     ,     
  225,20090603,    4,     ,     ,     ,     
  225,20090603,    5,     ,     ,     ,     
  225,20090603,    6,     ,     ,     ,     
  225,20090603,    7,     ,     ,     ,     
  225,20090603,    8,     ,     ,     ,     
  225,20090603,    9,     ,     ,     ,     
  225,20090603,   10,     ,     ,     ,     
  225,20090603,   11,     ,     ,     ,     
  225,20090603,   12,     ,     ,     ,     
  225,20090603,   13,     ,     ,     ,     
  225,20090603,   14,     ,     ,     ,     
  225,20090603,   15,     ,     ,     ,     
  225,20090603,   16,     ,     ,     ,     
  225,20090603,   17,     ,     ,     ,     
  225,20090603,   18,     ,     ,     ,     
  225,20090603,   19,     ,     ,     ,     
  225,20090603,   20,     ,     ,     ,     
  225,20090603,   21,     ,     ,     ,     
  225,20090603,   22,     ,     ,     ,     
  225,20090603,   23,     ,     ,     ,     
  225,20090603,   24,     ,     ,     ,     
  225,20090604,    1,     ,     ,     ,     
  225,20090604,    2,     ,     ,     ,     
  225,20090604,    3,     ,     ,     ,     
  225,20090604,    4,     ,     ,     ,     
  225,20090604,    5,     ,     ,     ,     
  225,20090604,    6,     ,     ,     ,     
  225,20090604,    7,     ,     ,     ,     
  225,20090604,    8,     ,     ,     ,     
  225,20090604,    9,     ,     ,     ,     
  225,20090604,   10,     ,     ,     ,     
  225,20090604,   11,     ,     ,     ,     
  225,20090604,   12,     ,     ,     ,     
  225,20090604,   13,     ,     ,     ,     
  225,20090604,   14,     ,     ,     ,     
  225,20090604,   15,     ,     ,     ,     
  225,20090604,   16,     ,     ,     ,     
  225,20090604,   17,     ,     ,     ,     
  225,20090604,   18,     ,     ,     ,     
  225,20090604,   19,     ,     ,     ,     
  225,20090604,   20,     ,     ,     ,     
  225,20090604,   21,     ,     ,     ,     
  225,20090604,   22,     ,     ,     ,     
  225,20090604,   23,     ,     ,     ,     
  225,20090604,   24,     ,     ,     ,     
  225,20090605,    1,     ,     ,     ,     
  225,20090605,    2,     ,     ,     ,     
  225,20090605,    3,     ,     ,     ,     
  225,20090605,    4,     ,     ,     ,     
  225,20090605,    5,     ,     ,     ,     
  225,20090605,    6,     ,     ,     ,     
  225,20090605,    7,     ,     ,     ,     
  225,20090605,    8,     ,     ,     ,     
  225,20090605,    9,     ,     ,     ,     
  225,20090605,   10,     ,     ,     ,     
  225,20090605,   11,     ,     ,     ,     
  225,20090605,   12,     ,     ,     ,     
  225,20090605,   13,     ,     ,     ,     
  225,20090605,   14,     ,     ,     ,     
  225,20090605,   15,     ,     ,     ,     
  225,20090605,   16,     ,     ,     ,     
  225,20090605,   17,     ,     ,     ,     
  225,20090605,   18,     ,     ,     ,     
  225,20090605,   19,     ,     ,     ,     
  225,20090605,   20,     ,     ,     ,     
  225,20090605,   21,     ,     ,     ,     
  225,20090605,   22,     ,     ,     ,     
  225,20090605,   23,     ,     ,     ,     
  225,20090605,   24,     ,     ,     ,     
  225,20090606,    1,     ,     ,     ,     
  225,20090606,    2,     ,     ,     ,     
  225,20090606,    3,     ,     ,     ,     
  225,20090606,    4,     ,     ,     ,     
  225,20090606,    5,     ,     ,     ,     
  225,20090606,    6,     ,     ,     ,     
  225,20090606,    7,     ,     ,     ,     
  225,20090606,    8,     ,     ,     ,     
  225,20090606,    9,     ,     ,     ,     
  225,20090606,   10,     ,     ,     ,     
  225,20090606,   11,     ,     ,     ,     
  225,20090606,   12,     ,     ,     ,     
  225,20090606,   13,     ,     ,     ,     
  225,20090606,   14,     ,     ,     ,     
  225,20090606,   15,     ,     ,     ,     
  225,20090606,   16,     ,     ,     ,     
  225,20090606,   17,     ,     ,     ,     
  225,20090606,   18,     ,     ,     ,     
  225,20090606,   19,     ,     ,     ,     
  225,20090606,   20,     ,     ,     ,     
  225,20090606,   21,     ,     ,     ,     
  225,20090606,   22,     ,     ,     ,     
  225,20090606,   23,     ,     ,     ,     
  225,20090606,   24,     ,     ,     ,     
  225,20090607,    1,     ,     ,     ,     
  225,20090607,    2,     ,     ,     ,     
  225,20090607,    3,     ,     ,     ,     
  225,20090607,    4,     ,     ,     ,     
  225,20090607,    5,     ,     ,     ,     
  225,20090607,    6,     ,     ,     ,     
  225,20090607,    7,     ,     ,     ,     
  225,20090607,    8,     ,     ,     ,     
  225,20090607,    9,     ,     ,     ,     
  225,20090607,   10,     ,     ,     ,     
  225,20090607,   11,     ,     ,     ,     
  225,20090607,   12,     ,     ,     ,     
  225,20090607,   13,     ,     ,     ,     
  225,20090607,   14,     ,     ,     ,     
  225,20090607,   15,     ,     ,     ,     
  225,20090607,   16,     ,     ,     ,     
  225,20090607,   17,     ,     ,     ,     
  225,20090607,   18,     ,     ,     ,     
  225,20090607,   19,     ,     ,     ,     
  225,20090607,   20,     ,     ,     ,     
  225,20090607,   21,     ,     ,     ,     
  225,20090607,   22,     ,     ,     ,     
  225,20090607,   23,     ,     ,     ,     
  225,20090607,   24,     ,     ,     ,     
  225,20090608,    1,     ,     ,     ,     
  225,20090608,    2,     ,     ,     ,     
  225,20090608,    3,     ,     ,     ,     
  225,20090608,    4,     ,     ,     ,     
  225,20090608,    5,     ,     ,     ,     
  225,20090608,    6,     ,     ,     ,     
  225,20090608,    7,     ,     ,     ,     
  225,20090608,    8,     ,     ,     ,     
  225,20090608,    9,     ,     ,     ,     
  225,20090608,   10,     ,     ,     ,     
  225,20090608,   11,     ,     ,     ,     
  225,20090608,   12,     ,     ,     ,     
  225,20090608,   13,     ,     ,     ,     
  225,20090608,   14,     ,     ,     ,     
  225,20090608,   15,     ,     ,     ,     
  225,20090608,   16,     ,     ,     ,     
  225,20090608,   17,     ,     ,     ,     
  225,20090608,   18,     ,     ,     ,     
  225,20090608,   19,     ,     ,     ,     
  225,20090608,   20,     ,     ,     ,     
  225,20090608,   21,     ,     ,     ,     
  225,20090608,   22,     ,     ,     ,     
  225,20090608,   23,     ,     ,     ,     
  225,20090608,   24,     ,     ,     ,     
  225,20090609,    1,     ,     ,     ,     
  225,20090609,    2,     ,     ,     ,     
  225,20090609,    3,     ,     ,     ,     
  225,20090609,    4,     ,     ,     ,     
  225,20090609,    5,     ,     ,     ,     
  225,20090609,    6,     ,     ,     ,     
  225,20090609,    7,     ,     ,     ,     
  225,20090609,    8,     ,     ,     ,     
  225,20090609,    9,     ,     ,     ,     
  225,20090609,   10,     ,     ,     ,     
  225,20090609,   11,     ,     ,     ,     
  225,20090609,   12,     ,     ,     ,     
  225,20090609,   13,     ,     ,     ,     
  225,20090609,   14,     ,     ,     ,     
  225,20090609,   15,     ,     ,     ,     
  225,20090609,   16,     ,     ,     ,     
  225,20090609,   17,     ,     ,     ,     
  225,20090609,   18,     ,     ,     ,     
  225,20090609,   19,     ,     ,     ,     
  225,20090609,   20,     ,     ,     ,     
  225,20090609,   21,     ,     ,     ,     
  225,20090609,   22,     ,     ,     ,     
  225,20090609,   23,     ,     ,     ,     
  225,20090609,   24,     ,     ,     ,     
  225,20090610,    1,     ,     ,     ,     
  225,20090610,    2,     ,     ,     ,     
  225,20090610,    3,     ,     ,     ,     
  225,20090610,    4,     ,     ,     ,     
  225,20090610,    5,     ,     ,     ,     
  225,20090610,    6,     ,     ,     ,     
  225,20090610,    7,     ,     ,     ,     
  225,20090610,    8,     ,     ,     ,     
  225,20090610,    9,     ,     ,     ,     
  225,20090610,   10,     ,     ,     ,     
  225,20090610,   11,     ,     ,     ,     
  225,20090610,   12,     ,     ,     ,     
  225,20090610,   13,     ,     ,     ,     
  225,20090610,   14,     ,     ,     ,     
  225,20090610,   15,     ,     ,     ,     
  225,20090610,   16,     ,     ,     ,     
  225,20090610,   17,     ,     ,     ,     
  225,20090610,   18,     ,     ,     ,     
  225,20090610,   19,     ,     ,     ,     
  225,20090610,   20,     ,     ,     ,     
  225,20090610,   21,     ,     ,     ,     
  225,20090610,   22,     ,     ,     ,     
  225,20090610,   23,     ,     ,     ,     
  225,20090610,   24,     ,     ,     ,     
  225,20090611,    1,     ,     ,     ,     
  225,20090611,    2,     ,     ,     ,     
  225,20090611,    3,     ,     ,     ,     
  225,20090611,    4,     ,     ,     ,     
  225,20090611,    5,     ,     ,     ,     
  225,20090611,    6,     ,     ,     ,     
  225,20090611,    7,     ,     ,     ,     
  225,20090611,    8,     ,     ,     ,     
  225,20090611,    9,     ,     ,     ,     
  225,20090611,   10,     ,     ,     ,     
  225,20090611,   11,     ,     ,     ,     
  225,20090611,   12,     ,     ,     ,     
  225,20090611,   13,     ,     ,     ,     
  225,20090611,   14,     ,     ,     ,     
  225,20090611,   15,     ,     ,     ,     
  225,20090611,   16,     ,     ,     ,     
  225,20090611,   17,     ,     ,     ,     
  225,20090611,   18,     ,     ,     ,     
  225,20090611,   19,     ,     ,     ,     
  225,20090611,   20,     ,     ,     ,     
  225,20090611,   21,     ,     ,     ,     
  225,20090611,   22,     ,     ,     ,     
  225,20090611,   23,     ,     ,     ,     
  225,20090611,   24,     ,     ,     ,     
  225,20090612,    1,     ,     ,     ,     
  225,20090612,    2,     ,     ,     ,     
  225,20090612,    3,     ,     ,     ,     
  225,20090612,    4,     ,     ,     ,     
  225,20090612,    5,     ,     ,     ,     
  225,20090612,    6,     ,     ,     ,     
  225,20090612,    7,     ,     ,     ,     
  225,20090612,    8,     ,     ,     ,     
  225,20090612,    9,     ,     ,     ,     
  225,20090612,   10,     ,     ,     ,     
  225,20090612,   11,     ,     ,     ,     
  225,20090612,   12,     ,     ,     ,     
  225,20090612,   13,     ,     ,     ,     
  225,20090612,   14,     ,     ,     ,     
  225,20090612,   15,     ,     ,     ,     
  225,20090612,   16,     ,     ,     ,     
  225,20090612,   17,     ,     ,     ,     
  225,20090612,   18,     ,     ,     ,     
